revenue_diversity_score,view_count_sum,channel,name_cc
2,3268602.0,UCYq-iAOSZBvoUxvfzwKIZWA,Jacob + Katie Schwar...
4,111970.0,UCYq02d834D2FVQ0cWRkYGjg,Tally Ho Tech
0,291.0,UCYqACVYl0c0BhlVN6X2HIMg,Flipping Physics
3,5499.0,UCYqCZOwHbnPwyjawKfE21wg,Tensor Programming
2,1311257.0,UCYqDqs59rgZ3_7hJugnbXog,GuitarLessons365Song...
2,2416.0,UCYqfvPvtLXyyt46UuAwRW2g,TheLoadingCrew
4,54203.0,UCYqlgVmUiymoyMgdvvu5AyQ,Stitchy Bee
5,61425.0,UCYqyzNqFk0VFSu4ngwopPpg,BattaBox
2,32502.0,UCYrFNzteTuY89TWwQPc6KUg,Sai Krishna
2,193279.0,UCYrRk7z2OFB4xvkq7_VkTug,PapiChuloTV
1,2769297.0,UCYraBfUqw2O6qeNYRowX4UA,Ericsurf6
3,34580.0,UCYrsQFfYdzYVNsKS0gpH1mg,SAG-AFTRA Foundation...
5,4484.0,UCYs1kDYvE7KVlJOCtqhnC-w,Bored or Bananas
5,39714.0,UCYs5bjmL0MYwaCX2yVQ4w7w,Civil Disturbia
0,98805.0,UCYsGgfAcQ91Fpda3_O-h0LA,Clint Stevens
3,556790.0,UCYsWPPZMhfI9EddYpPe6CYw,60 Second Docs
3,2676645.0,UCYsY8fk5m9zXNEkKn5lkUrQ,Deek Jackson
4,5720731.0,UCYscAtSZprxXIrpgq5TDksQ,INDIA MY JAAN
4,21092.0,UCYsha1NWrh6Vtmy-D_s3A7g,Kyra Pace
4,10482.0,UCYspeLkmqmCsyudawkm5CBA,Lucky by Nature
3,1800.0,UCYsqr7LvVe71nlCuoXMMJMw,The Donnellans
2,33905.0,UCYtAJXx0ymGPpCndn2Gt6-w,Weekend tricks
4,30602.0,UCYtE1rKrf-vKCTy2sroz_mg,Natalie Jill Fitness...
5,39187239.0,UCYtHz7dj21306V40GoL51eA,List King
2,157730.0,UCYtStMnqPtT86BWQA11ywKA,Disneyland Experienc...
1,13446.0,UCYtg1lLaCwED_XKnBOP4DKQ,Tara
2,1195.0,UCYtjjCdSrMAgPALIq929lNA,Helptrick
2,159861.0,UCYtkDmUOKLsGJ_VCZj2DjsA,sunil Kumar creative...
4,99605.0,UCYtqlionq95ce48-4AOHAUg,INMYSEAMS
2,393.0,UCYtz4ixDGEqzuyKBMs-ugYg,oysterlovers
1,9214.0,UCYtzQTfh5JFfYH9PUaUH46Q,ARS Goalkeeping
0,20425.0,UCYu6Lmt6Gplz5DZtAbwJZxQ,LpsAce
4,30595.0,UCYu8ugUI-cvS_jr-YJ7UCqw,DJ
5,826901.0,UCYuG0GEIGhtYkbPOS9TdNEA,Peter Leeds
3,580438.0,UCYuRsyw-9u-0kiOZakkHL-Q,The Sundancefamily
5,2058953.0,UCYuTOagsxlfgVBfOzCjxOPw,You Are Free TV
0,146706.0,UCYuX3-CVRjNEeo0BzBSMZtg,Skrilla Esports Fant...
2,20712.0,UCYup2kEXq3M9Fv-hBm_Tp7w,GamerZ
3,109258.0,UCYv1Uqdm06OtZczzpnrWi5g,Nino Brown
1,495496.0,UCYvIjmSbb_HUf2KuFYkklng,YouTube Rewind
2,3066.0,UCYvSN84KO8Aa7Nd7kBr_ksA,Seth Ekow Tv
4,2845.0,UCYvWx7Tn664fn-cY4EDkEjg,Dowlphwin
4,11405.0,UCYvYLFiZt25hmpZ7o_jxBsg,The Chick's Life - R...
1,30709.0,UCYv_csqWJTSfQK3vOZDJKQw,Sustainable Human
4,2709.0,UCYvaLDu_CsYzAArsmREP6hg,Katie Snyder
4,110616.0,UCYviCHN_y643rzUh107XZ8Q,Tryte
2,153758.0,UCYvqEiyy1pr5Sel8OtEuoeQ,OnePotChefShow
1,15406.0,UCYwrS5QvBY_JbSdbINLey6Q,BMW
5,516741.0,UCYwrTtucMcpmmFOsXP3N4Hw,Crypto Blessing
3,304531.0,UCYxAc7586CPWQ7T7UxDo4lg,jemwhisper
4,29296.0,UCYxEyt6j5LtfCe6GRnP3CTg,Vibrant Deals
0,154388.0,UCYxX7Gv5A4gAhbZYBE-gf_Q,americanairgunhunter...
1,1369.0,UCYxagpvI5qr-NzEcNhFWyrQ,dazza1008
5,46582.0,UCYxgidQYV3WPD0eeVGOgibg,Startupfood
2,15540.0,UCYxuwrRSvZR3FW757cpK0wA,XC techs
2,55449.0,UCYyDbdaja1UDNdFSwUrYVGA,John Campea
5,245118.0,UCYyaQsm2HyneP9CsIOdihBw,Keep Productive
4,9757937.0,UCYyqGqI-bpzGpo5DBtUcJQA,Practical Wisdom - I...
0,272576.0,UCYywFHpIB1sVJDOTmudsEqA,Elizabeth Zaks
5,31753.0,UCYyy_hiZRaSLGLOn62Nc4AA,Kristen Martin
2,5022.0,UCYyyvqxS9jV6TebIK-g1nwQ,Hat Trick
2,172123.0,UCYz27J7fd8lK_FKKTal_I-g,JMX
4,270595.0,UCYz8sm_l1cqIVST9iTv2vsA,Chev B.
3,8815093.0,UCYzEMRKqrh01-tauv7MYyVQ,My Story Animated
2,59909.0,UCYzMdQa5aD6dnKHLdBxDMkw,Morten Hilmer
5,825135.0,UCYzO4HZxgXc2UJQD5bIo8AQ,Biffa Plays Indie Ga...
4,14345.0,UCYzSBNey7F3Uwf9Vkg7cK5w,CBS 4 News Rio Grand...
2,9720.0,UCYznkvWJsClVckj0Xu85_9g,Red Tool House - Hom...
4,71621.0,UCYzz2SkhAaM0FDKuGk-IPZg,Richard Aguilar
2,6808.0,UCZ-C3ewH1HvNaRM9qx360BQ,SpacesInBetween
4,57700.0,UCZ-ZCmivKdbf46c7t1mugcg,Campervan Kevin
1,601.0,UCZ-nMEwdEHIot5IJMaKL7fQ,Fox Searchlight UK
3,236734.0,UCZ-qxagOkAmCEP-Tu6YliUQ,Military Arms Channe...
5,20488.0,UCZ-xaW1wnqubpkOLvOVKKOg,Gyan-The Treasure
1,32302.0,UCZ-xsPQ4pluSXmcbj_Nd7bA,CynFtWProductions
1,975396.0,UCZ04pLI44c0PWRzubEV6ogA,ralphthemoviemaker
1,543.0,UCZ0ATkH3ajbEiMLk6fl1XpQ,Violet Banks
2,171101.0,UCZ0HWA4sdAdkXIY8dBjHjWw,P L M
1,179979.0,UCZ0XYxVVb_BrQRgaVxWFMkQ,Aayaam India
0,690.0,UCZ0oo6v8Wetybo3oatShuWw,ANZ Australia
0,4298.0,UCZ0r167ahzl_q1bUb8-qfnQ,Christ is king
3,3156.0,UCZ0x8OMAonvolp2GYXHiGGQ,Simon Stanley
2,1095.0,UCZ0zhUZ-8gIbqYOlqTAggRQ,DevoDLive
2,805.0,UCZ1-u3qX7AUUPzH9O_Peb-Q,Vancouver Sun
2,2564.0,UCZ1BcX3HZcdkO3xPFkr2YgQ,ToniJV
5,36058.0,UCZ1MzCid7U4386emJyauhXw,Entiversal
1,3100.0,UCZ1NGRvN71sOchA1k-rz7yA,Gindensetsu
2,378815.0,UCZ1YYnReRqDv-pYzYGVqh6g,Cook with Saima
2,36611.0,UCZ1_aQv6fcdRcDDqs2XzA7w,Ramsey Dewey
1,127591.0,UCZ1eQYEObnfmMiWEhXfQMag,jakeowenVEVO
4,94878.0,UCZ1fbizRtEOC3dbiFsVUaCQ,Devin Nash
1,22116.0,UCZ1lzume92PQDCqC7yfHAIg,World News&EveryThin...;
4,22561.0,UCZ1wkNnjD06gYLeDFRW7hNQ,Kirk Giordano plaste...
4,80977.0,UCZ1zebNAQS72oSid_wb8Y8Q,Seri! Pixel Biologis...
1,10912.0,UCZ2A3D_J0m5l13QE98-AVVg,ViloniousTV
3,51412.0,UCZ2DiT2KOTt9R5gRhekSpAA,Lessco Electronics
0,1186.0,UCZ2QPKJI9SoZWChxFNXGYQw,RyanGlock
4,14305.0,UCZ2YmU9IkNVbeCCcBmX6oyQ,footagefarm
5,804337.0,UCZ3-jtGH7kE0E02bOdhiMRw,Social Trading Vlog
0,1017.0,UCZ3C-x1pnwjeeCr6ACZ0_8A,AF Tech House
2,90856.0,UCZ3Lt0eHuqLyNqMfcmqj41w,PolarisFlare
2,2274.0,UCZ3Ym5HPU7fFVC_dlJ4lbpg,S.R. EDITING ZONE
1,273352.0,UCZ3iHae5ChxuGEgrUlJPGkQ,Aritemis
0,5498.0,UCZ3nmaIHRarRm5KTNtCDB0Q,Daehan Jang
3,2262.0,UCZ3rO8Nb9I1p9Wh_lQ6ebew,Daniel Moss
0,2493773.0,UCZ3vyIYUy5yK0i-RJwpdoSg,PressTube
2,104801.0,UCZ3z3Xxgvq3fQloQVo9xA_Q,Kelley Rosano
0,6694.0,UCZ4JE1OSWDdH7YCkjS57gaw,SammySwiss
2,460.0,UCZ4JV5zZ4EoSGjqhewqakkg,Telugu net world
2,63333.0,UCZ4_88Ml-QjKPOfQdfGON3w,Amber Knight
2,108008.0,UCZ4c7l927o2LrXPI9p8417w,Something Rad
4,714063.0,UCZ4hZoV-OOUo14Qm7aQE6zA,Travellight
3,49521.0,UCZ4ih1lp9noYOWJJVEsHYtA,Esh R
3,38321.0,UCZ4yiKIPeS7uzMbtCGv6RhQ,whitney hedrick
2,2641.0,UCZ50rYSkYQG31YDEJm9Di_g,Coursera
2,7214.0,UCZ59VSFJKWLwmQhodEsVerA,kchoi
3,3568563.0,UCZ59iKBmGRfQlnl73sOX0Lw,Sebastian Ghiorghiu
1,15.0,UCZ5C1HBPMEcCA1YGQmqj6Iw,USA TODAY Sports
4,1767.0,UCZ5CJ2of1oFSVgQKxzbJBow,Real Estate Show Ind...
2,1539.0,UCZ5Jz8ATHoXGsgSQysHQ9VA,Sugar Crystal Kitche...
5,1396802.0,UCZ5lEoiKmkGCNiiFYnpG_BA,Miriam In China
1,12069.0,UCZ6I2Buum30TpLQTB_vEm2g,Discovery Channel So...
2,146421.0,UCZ6UzLdlJ8cLRcn5ooclCtA,RS Components
1,15245.0,UCZ6fZ7HfiW8ISqKlBKehwZg,Munbalance
2,22474.0,UCZ6lBDAu6SKCzVuCzibGq1g,Shanika
4,1927010.0,UCZ6mdzBWXAzSGYhLyM_fZ9w,affiliatemarketingmc...
3,24644.0,UCZ730U4CM-rApWdtU_QB4qw,Lawlonehunnit
1,3914.0,UCZ74jfAPzIiOsym1YRtUpCQ,gracieon.
1,320.0,UCZ76rhS_iqv_lSF6DzXWfrQ,TAMPAHARLEYGROUP
3,351735.0,UCZ77kmw-D5RvdQCCgL1IWTw,Chatterbox Quilts
2,1187115.0,UCZ7AeeVbyslLM_8-nVy2B8Q,Skill Up
3,34267.0,UCZ7Dw5XxGtMK14ABu2thgwg,Bluprint
4,604934.0,UCZ7nPg6ckhcCu1efEVemVMg,Carter Maxwell
3,2530045.0,UCZ7qe4QUGie6jtJPPEHQx7Q,Minds Eye Design
1,924.0,UCZ7yH-kLdFj7HNo2Dcs6FnQ,Mark Coles M10
3,39263.0,UCZ86X313lC-_h_c7WLHL4gQ,JOHN ROOTH
2,26686.0,UCZ8KqqgSgsK8notNe8VVKYQ,Entertaining tv
5,49383.0,UCZ8S3qwowiFztAQBRTawWfA,Hare Krsna TV - ISKC...
2,6609.0,UCZ8YN9u9H_tRTi2LTODoXLg,SpaceAmbient
2,1230740.0,UCZ8_wntNdHu_VVJUItyupqA,Bakugan Official Cha...
3,273062.0,UCZ8t392eN1FRMQjWjmUr75g,Jesse Bloomfield
5,283564.0,UCZ8ylQ6xPxg_mdz3kwh8CEA,Naturally Brittany
3,20108.0,UCZ8zD1ruMvjrJqs9lsQ9NuA,frugalistablog
2,149.0,UCZ9Q1_oJ4GIws2oYmOSBuxg,TIG Media
1,42198.0,UCZ9dXmuPmcstcgjt25VmOrg,American Express
2,11729.0,UCZ9i38uqARRjPfJl_Pc-k3Q,AlexBskating
4,1760.0,UCZ9iHEH9MN6bL5p9ahGPTvg,JayLeonardJ
2,176243.0,UCZ9l_6_f0PWRYXN5Y7Lcl2A,Jacques Slade
3,571639.0,UCZ9m4KOh8Ei60428xeGYDCQ,Sakshi TV
4,431812.0,UCZ9rtgneFVp0wiQWQedaShw,Headbanger's Kitchen...
1,255456.0,UCZA2NJWgiWtLQZPfMhhEZUQ,SimpleKidsCrafts - 5...
3,129820.0,UCZACqKnnCu9f8Z8OZz2771w,Timmy Joe PC Tech
0,66216.0,UCZAZTSd0xnor7hJFmINIBIw,MTGGoldfish
0,29732.0,UCZAbNzNXC8ru3Pca-hG581w,False Glimpse
2,47342.0,UCZAe32sXOrQYfmfqgrBVaSw,Big Fat Besty
4,1434069.0,UCZAoatH4HngcEuCtOWuSX2A,Greg Gottfried
2,49534.0,UCZAqY4H5zW6OmdWNm5JrQtg,travisp11
3,193566.0,UCZB32syI0FFtThd6xkPTRrg,HealthNut Nutrition
2,191.0,UCZBHxcANZ_W0MLi1CfdwMxw,Veterinary Network
3,2198610.0,UCZBIZw9VHEqUOZ82uNtMhsg,Techno Bytes
2,6028.0,UCZBJgKvfNYUeVNZehmjYLRg,The Hillbillies
2,24888.0,UCZBSBm2apC0Mk_afDtIwh0A,The Warleader Produc...
1,1144.0,UCZBWXfAyyD9GqRMREuQkd0g,keroppi
2,582956.0,UCZBqq0o54ShN5cSTflT2MnQ,ShopBuilt
5,35937.0,UCZC3ICLaNJZJPKd57SFsRIQ,ArizonaHotHomestead
3,952.0,UCZCy4QOdSYrM5k0OMpEgzbA,CoDShotOfTheDay
2,5741.0,UCZD1LLp6e838Iw_UTMcxQiQ,Oxford Academic (Oxf...
2,7697.0,UCZD52-SXvDgihqbuXJtgc_Q,CelestialFlameStudio...
2,823632.0,UCZDA1kA3y3EIg25BpcHSpwQ,Tinkernut
2,20501.0,UCZDCBjTEpbzSOjUd2Xm5dyw,Marc Jacobs
5,1151179.0,UCZDVOD2cC4twP3TjuIQCbPQ,Dark Horse Workshop
5,32949.0,UCZDeyDl9zh65Zm5Tp7df0eQ,Tech4All
4,922521.0,UCZDx-SKnLRjpviwzgk7g86w,Spice N' Pans
2,4383.0,UCZE3nn53xrDZBtzV97VOPXg,Hello Generic
1,4334.0,UCZEToMNeDh49WetzKqIq_fg,JefferzKM
4,7251.0,UCZEUuBtKIvoZPSQMgtKUw5A,WordPress Tutorials ...
3,5458558.0,UCZEgLGKG5TBWgL4wlvjPfuA,xxxtentacion - Offic...
4,115550.0,UCZFCWcm05eudgbd-pLD7slQ,Matt Vaughan
5,2618169.0,UCZFMm1mMw0F81Z37aaEzTUA,NDTV
4,45168.0,UCZFkmmlLX_mCJdIAQSSM32g,The Postmodern Famil...
1,1014030.0,UCZFmxd9L1btyXig-2Dp9XnA,Chicken Connoisseur
4,14189.0,UCZFv1Oj6F7EjFsa6cjbRNhQ,TERI
5,282854.0,UCZG-C5esGZyVfxO2qXa1Zmw,Jared Polin
3,231009.0,UCZG2iAADfz-eqgIMvLhRLPg,Tricks in hindi
2,2192.0,UCZG7HfplUE_zjjpE9hUPUiA,POKEMANAPHY
1,20710.0,UCZGEz9K2MNiPpoT3qiVaC4Q,Smiles AG
4,23463227.0,UCZGNLDywn8hgzqrC9Mlz_Pw,Tai Lopez
0,717.0,UCZGXEDoheb9GkTnB4BPKoaQ,Endress+Hauser
0,358754.0,UCZGYJFUizSax-yElQaFDp5Q,Star Wars
2,2935.0,UCZGZX1UxCRnU10f9rX86Gdg,"Health, Home, and Ha..."
1,104969.0,UCZHJqkZmqbCmucghMF-4qlg,Brit
1,23889.0,UCZHb_1FixBdSMHRZtB55iOg,Vengeance Racing
3,23289.0,UCZHfmiIPaWQSsKsEUg-_xpA,LandonProduction
1,577.0,UCZHmVDOR335x8ifxlu_5_Sw,Jay Boston
1,44281.0,UCZI1yDFhSjgQlwq1JtZGhPg,Walter Calabrese
1,112297.0,UCZIA9mC_Qlj5QX4AVl-bU5A,HackerSpy Leaks
4,16661.0,UCZIB_p5AgVVdxgkYWHeUy-Q,Aimee Nolte Music
0,28.0,UCZII2-pYouhc81JtJ9zShEw,WSPA 7News
3,458654.0,UCZJbdP0oc-c0H5218VcJhNQ,ComputerSluggish Tut...
4,24165.0,UCZK3eBa0bK7NeYrLWfayt0Q,Bigcouz52 aka Kianna...
1,588.0,UCZKMj3YI0wP-kq4QYpaKdEA,OpenShift
1,663.0,UCZK_PmP2t1-HyFe7oCkfaYw,techgooch
2,856315.0,UCZKaJWjvdPbbEFe8oD5NiXg,Ben Morris
1,13223.0,UCZKgmF6bIOERGYssfOx965Q,DiscoSaturdayNightTV...
4,23996.0,UCZLFu8bHbwtnIgWLg5UtINw,vidIQ
5,145510.0,UCZLdiw6pGler8PxW-ZWGcqg,Jen Evers
2,11168.0,UCZLom0s7q6FUgWMYXNkH2bg,KidTravisOfficial
2,187377.0,UCZMNWTrTfFIoj580kGaO8dQ,thenameisgsarci
1,10588.0,UCZMdzUMkE25gaayQ4Lluwvw,Craft Factory
0,4860.0,UCZMlLVO1Uv1iID7hAAw6JsQ,Annette Cividanes
1,10499.0,UCZMzrsDVmBL8Vn4SAjc4-uQ,Bass Pro Shops
3,3520.0,UCZNCnvoJDMJZmSqJk68b2Aw,Jamilla & Que
3,21280.0,UCZNFXNnKOLdA5ZD7Sn2p5aQ,Ashley Ducey
3,148502.0,UCZNTsLA6t6bRoj-5QRmqt_w,LowkoTV
4,13360.0,UCZNUWF4e4DyGD5rcgHe7CvA,Boogie Man
2,193.0,UCZNWO5kjaWA6D6Oeo23NTRQ,Latest News Explorer...
3,745142.0,UCZNabLnZEdChrlUPXs6kAGA,Samantha Svensson
3,19194.0,UCZNjpcQLBx26W6lDWvpg7PQ,Stratfor
5,28183744.0,UCZNk7Jjb2t8EuBdgn4Zj1cw,No Bullshit
3,68124.0,UCZNlk9heGNXEzxIGVgoRq-w,Sharon Tucker
5,1133533.0,UCZO5CoTyLqv72wGluKwBzrA,ProductiehuisEU
2,191176.0,UCZOEor0Y2c-18AV7EqDoOkg,Aspin
2,317981.0,UCZOG4X4yW22nkuY2aKt0A_w,The Outliers
2,1947.0,UCZOP4KKUhOuhZKagI2b9viQ,Global Punjab TV
0,107114.0,UCZOPMqpMIcEloSwqleQcfeA,delvis11
3,13624.0,UCZOWiLLJ2QzS4Z0g7L1mtgw,Fiver
4,2808190.0,UCZOhMveylz2eyjIdG6SehJg,Adam Celadin
1,387.0,UCZOl2MQ5PnAB_8eKikDd05w,Attack Media
1,14983.0,UCZOtXZ3gh1qq4DcOFTfCVkA,Transmission Films
1,5918.0,UCZP0FnWrdV-VoPkAfYdNowQ,Mark KIDCOCHIESE Gar...
4,959800.0,UCZP1pu-K5ln7GQfv4oQQ00Q,Fledge Fitness
2,976.0,UCZP5OXw2kWRXR5A-gM2_idw,Tonya D Flores Ent
2,461000.0,UCZPADQ9PNR6pr-GzPSc1lRg,Canadian MGTOW
3,511.0,UCZPCS8AzMPxwj2d38TH8jrA,Outerloop Group
0,21826.0,UCZPmzpAqw6unznpMKzlR2VA,ThunderDog
5,14036076.0,UCZQ0XPE7wxMafUf8dIHOxgQ,Stephanie Lange
1,836.0,UCZQ9giEvQHRDd4dqEaFmtug,Harold Shifflett
3,7871886.0,UCZQDF0x18Xe6RZayvod99zA,Him-eesh Madaan
5,18607.0,UCZQuGHqkBCGm9iHKnNQTsHQ,UPHIGH Productions
2,66019.0,UCZQuKeGAM4Mlyo_wPfCg4_g,Peter Brooks
2,7511.0,UCZR0IanIDS22XoUA3yRLjOg,Real Channel
2,127438.0,UCZR4dwGZ6ILQV2JWmmFqqPw,Abhishek Sagar
3,27300.0,UCZRBRnFUEQGB9jVQCDuMwTw,Phrankleen
5,1475113.0,UCZRGbA7VAp6lIM2iuqtUxkQ,CashTutorials
2,14861.0,UCZRLVZGCUZWYUEj2XQlFPyQ,University of Roches...
1,60356.0,UCZRULIOpGPUzaHkGLicjMIA,Real Talk
2,47428.0,UCZRrGjbsQspWCeeVHFQIVeQ,KAYsmr
0,195431.0,UCZS1vWwCgV51TxOYn6fB1Cw,The Ross School of B...
5,456798.0,UCZSzCr15LIC9T-B3xmMVUew,Technical Point
0,1106841.0,UCZT0rPKq7tmuDWS8TSZOYVA,Limelight Studio
2,562.0,UCZT4oQ8WEWH0SS1NEY_OEfA,DroneOneMedia
3,483.0,UCZTPcj6d5Y-R8yoWywiM2UA,East West Players
1,17736.0,UCZTRgf0h-OAGXR7uP2iKc6g,Prodigy
3,43461.0,UCZTUAJjFU_suQs9I0hUsnUg,Tech 'n' Tricky
4,5874.0,UCZT_OWY9abyO3V9Rmdvh02w,Viralbollywood
3,727.0,UCZTo0Xn8LOE-5jEECXMSaqA,Bibi Cameron
1,26114.0,UCZTvfJMhQ5Oc5TFw465tcJQ,VMware
5,1410552.0,UCZTyzoGspuRurWtbWLEGqLQ,Christina Randall
1,3989.0,UCZU7HyOKW_OiY3aSeplJTAg,Rob Cram
2,46045.0,UCZUT79WUUpZlZ-XMF7l4CFg,T90Official - Age Of...
4,86254.0,UCZUaaalM0k4QrB0ID2k3GwQ,Dan Watson
1,9364.0,UCZUkQij64MCMH-3b1ycUGjg,Barbarella X: Scienc...
1,10640.0,UCZUlf2TKB8vATuo5-s1N-5Q,Curious Elephant
3,378844.0,UCZUyPT9DkJWmS_DzdOi7RIA,Caleb Curry
2,117.0,UCZV8O42M3f4PQysPSV84dig,180 Nutrition
1,1284.0,UCZV9ZHx6Jg2PD9R9nmV9zpg,Rubiks Life
0,2106.0,UCZVKNhhYmrFnK1p-DK8VgsA,Krystin Plays
4,8380.0,UCZV_jCLEP4vq7KLmbBqqu8g,Deloitte US
2,232.0,UCZVhtigNHU-WXkD6VZcjY9w,Ricardo Raposo
0,43849.0,UCZViZnZeit8ojvVm_aDJ6NQ,Kenneth English
3,1035854.0,UCZVvWiaT8fIz_yQZT-cdJNQ,Scrumdiddlyumptious
1,15499.0,UCZVwb4aChh4Q4OGpn3IogCw,wolftyla
2,44836.0,UCZWD9RF0ME7InJlsIkY-5qg,KeepMyWords
5,40394831.0,UCZWlSUNDvCCS1hBiXV0zKcA,PragerU
5,3640.0,UCZWlScCmjiezyIRAybUgXYQ,Film Independent
2,1276.0,UCZXKVh76p9o75cS7AvzEEGA,Trance All-Stars Rec...
0,739288.0,UCZXVJgry4FxvZO2718qQh5Q,Tofuu
1,811.0,UCZXZQxS3d6NpR-eH_gdDwYA,Cornell Lab Bird Cam...
3,37293.0,UCZXhZeAbY4LYynmzVe-IQ4w,Garima's Good Life
3,1644.0,UCZXu1UvVJm_wEBswtKrFLNA,JE | Just Entertainm...
0,761063.0,UCZXy8xfMZ4CHUb63tg6d9jg,JAY AND KPOP
5,17908754.0,UCZYTClx2T1of7BRZ86-8fow,SciShow
4,31011.0,UCZYY-xDLEzQg8XjsedypRvA,Brimwood Farm
0,145151.0,UCZYnsaYEM9atUDWR9BJjaVg,Memphy
2,53263.0,UCZYqWTQJzJaMW7jFG16p8ug,HooplaKidzLab
4,434768.0,UCZZ4ivUawsXRktLKej8d6Xw,Mike O'Brien
3,129214.0,UCZZ9gqeZlNtt1WNZwyZd2Dg,Roxy James
4,68091.0,UCZZY5qcEmnjon4KcNobVPgA,OffPlanet Media
1,5200.0,UCZZvt_9EIoX4oyAk595DVOA,Foxy Games UK
0,2748.0,UCZZyCJ6HGYewQV1mdfYvFrA,Will.
2,347.0,UCZ_EmFqaogP8VlEc0z0X9ig,George Pollen
1,263.0,UCZ_GMmejMH4W0rSb595V3MQ,DjCole100
3,124578.0,UCZ_d0QNVKLOEhEud9Ble6IA,JustinScarred
1,114496.0,UCZ_ddNix2RX98mAw4n5moKg,Luca Car Mods
3,262959.0,UCZ_kB13RZwGV1p5AtuiVS9A,Online Taleem
5,17081872.0,UCZaT_X_mc0BI-djXOlfhqWQ,VICE News
3,165846.0,UCZajtzLoD3nxn2G9ripCjPg,Karl Taylor
2,11093.0,UCZb2aTuo6w7Un3CJaA8sVHw,THE KING TCB - TLC
1,2425.0,UCZb8DmWS0YiQebwlJc7Srrw,Thomas Petrou
4,53415.0,UCZb8uqR_73t8DlfpVfVbiEw,Three Blind Men and ...
1,29355.0,UCZbCV6NzYZTVgKCqwQ36Drg,RealTruck.com
5,240324.0,UCZbNOg2fHR3jMpo27oqXDyg,The Stuff I Use Chan...
2,656.0,UCZbbjoEmg_zrWwBKJb1BAlQ,Bumbleworth
5,299231.0,UCZbvKhLl-I7UomMugaO24fw,Brian G Johnson TV
5,1193214.0,UCZc0Su-cLwgCgivYyUSCDKA,All4HimRacingVideos
1,8753.0,UCZcDgWig0A-ZLfCmReFBVjQ,Nerds for Andrew Yan...
3,1677874.0,UCZcLjfDvDHsa5EgXsY-63lQ,NoCopyrightNation
5,260445.0,UCZceliiH71OLw4t4HcvKKjw,UNICEF
1,1922.0,UCZckbI1-Z1wkImMT9_HQm4w,Islamic Wazifa Offic...
1,168.0,UCZcw-7xex-c8c-swiJZuTIg,FixedByDoc
2,9389.0,UCZczfsHDvpuC08Wqi-HE-8Q,TECHNICAL Fahim
1,26679.0,UCZd0r8Sm9p2j8ixsk6oqqww,JIMBOTHY
1,45420405.0,UCZdGJgHbmqQcVZaJCkqDRwg,The Q
3,310755.0,UCZdJCx_zEqvOI7RFG-mWmuw,pstoyreviews
2,370270.0,UCZdh9aH6O9cc8yzeA5ew5yw,EbayKirk
2,917.0,UCZdk2R68KTVMKLwQXXS5E-g,viralcurrent
2,10917.0,UCZeG56lM_4jBMkQ0y7AFKww,Aaron Live
1,8758.0,UCZeH2mO7zs2qB5mxSg2SRIg,glem3
3,73144.0,UCZeJuSF6Kbk-iIY41do3HhA,Ashley Wylde
1,1240979.0,UCZevxpArDHu4s2CXzGK-mKg,Linkmon99
2,3737.0,UCZf8o6MNmzVKZf_CnHu0J8w,B'Sue Boutiques
1,8387.0,UCZfLlvUit62oH6z3c0vwPJw,Derin Adetosoye
5,31645.0,UCZfZEXP-ny6Tcw7iZT4fkSg,In The Life of...The...
2,79899.0,UCZfmk6BPWPRRTGaq_a6tKYg,Jonlaw98
2,2456.0,UCZfsrIV68Oegr5bJgAMLBDA,HuffPost
1,703.0,UCZfyjjVFNqNBLRg6p964AWQ,Jessi Huntenburg
1,57.0,UCZfzvRg3oSMhZziPef3nlxQ,MommyRamblingsBlog
5,40495.0,UCZg0kRUpDmySgb5_UUItVmA,Waldia Bynes
1,6191.0,UCZg2MpbQIc2owBQbi5CwXCA,Kristie Sita
3,145736.0,UCZgF8Qv81mGaPTsDRG-lxag,High Fat High Fun
2,175018.0,UCZgLQr8gCQQVxpghzZUndYA,andrewstpierre
0,149.0,UCZgOVykPoRbSZQfY9YysiRQ,Excel On Fire
3,112915.0,UCZgZKI3C5YtMxWCkO5GotfQ,Helpful DIY
2,7075.0,UCZgfBoK6nAiGaUclljtPYrw,MotoManTV
4,17550.0,UCZgxf6lSMYpMyh06ciHaywg,Marc Freccero
1,2283.0,UCZh0NpkzQpugNVESwVFhlog,DANIXT
2,77503.0,UCZh2V-JNW_adTDY3j9FgFEw,UnidiscMusic
2,5061.0,UCZhHr0wTPXxrUr-mBQI_NpQ,Rilyn Dinyae
1,519556.0,UCZhUolzN9vMdkjWrnT9DQ2A,Stromedy
3,35254.0,UCZhkUguiTBJVZrrdMSjLbsQ,OnisionSpeaks
5,26880.0,UCZhqLnBLsLrSegW2EDASsxA,Yaya
2,10231.0,UCZi7GInxXuOaK-CnwmM85Xw,Brit + Co
2,4850.0,UCZiL6BoryLWxyapUuVYW27g,Average Linux User
2,294.0,UCZj3_eWQ4f4oHm_x-wsxG7Q,The Salt Lake Tribun...
1,33538.0,UCZjBZ97S30YnD--e9HraTHQ,Must See Tech
2,293549.0,UCZjHUT-nOTDoYC_fUFHDpGg,Antonio Borrello
2,75285.0,UCZjNxx65XpYi_f7UguAfhVg,Urdu Doctrine
5,14235.0,UCZjiO_fFPk_FufZfwK99tIQ,Global Well-Being
