revenue_diversity_score,view_count_sum,channel,name_cc
4,10625.0,UC0-H546WDf9XuRHYRYJ-pkw,Melanie Mitro
2,18312.0,UC0-Uk0ex4khy7c-nYy6Ex-Q,Johnny Cassell
4,333922.0,UC0-h9fa58JU2EKLL4GiQunA,TymetheInfamous
2,10799.0,UC0-uIFmVKm_0phT7MQNfY7w,Roosterscreations
1,17049.0,UC0-vwPmp-nmu_Huza_nq0AA,The Lancet
3,3254307.0,UC00M4ztrpj2rMwpG6nMlM8w,Elitelupus
3,504130.0,UC00MExfC3vuP9680IUW0jLA,Hector Garcia CPA
4,10718.0,UC00PAA5HcEB1hCXjKWvZvDg,Threadquarters
0,160300.0,UC00ifCvU8YOOzbL3RdiSTDw,GetsetflySCIENCE
0,38293.0,UC00wLXIdlBuWY6_7F4iuScg,RedneckComputerGeek
4,228.0,UC01BXM3HTneoEiimOKj5j2g,SuperNova GamePro Gi...
2,29211.0,UC01CHQm4QS5w1muftvt3Egw,Nicki Gee ~*~
4,1151.0,UC01Q_LbezTfINBQY0vhn7FQ,News Views 360
2,9590.0,UC01mrFtTQHxicrGbm3fpUqg,Ghost Stories With D...
3,2789.0,UC01qwqOU14BwNZc0cc8iKWA,Rugby League
4,516.0,UC027E0kdtyo0h4lLGROg-dA,Arizona State Univer...
1,45160.0,UC02Dm3kLY1fKA_lEOy_1OKQ,The Representation P...
2,26775.0,UC02O9ICMuwrfULSa0N6SiSw,KAC Creative
2,5447.0,UC02i_7gTL4slKydP6v9uxaQ,Dr. Sunday Adelaja
0,151897.0,UC02n2oDfBu33xEEmJX1pBdQ,HipHopMadness
4,211225.0,UC02p2x7PSdZoEtQBWDR1HMg,Ashley Salvatori
1,8850315.0,UC03D3dZQBldrUflBQ6nAjRg,Tri-Blend Media
2,9231.0,UC03RaLi9YIBYEkoO5uaKngw,Rich's Fishes
3,1070502.0,UC03RvJoIhm_fMwlUpm9ZvFw,Crafty Panda
4,567703.0,UC03j2jcKwm0wTJpDsu-9u4g,Primal Edge Health
3,27052.0,UC04-UyKlDcwTE72PKNU-71w,AirsoftGITV Uncut
1,31682.0,UC04457bES2LI5jmSPiuVU-w,TheSurrealAndre
3,5416.0,UC04GFg99i5zJg5zd6p3HBrQ,Absolutesublime1
2,43381.0,UC04KsGq3npibMCE9Td3mVDg,Cheddar
3,9152.0,UC04QdEl71CFDogk8pzY7Geg,ThirtyVirus
1,13840.0,UC04R4GsgwjtoI28q7F3YrLw,GE Healthcare
2,4980.0,UC04kXnBHCNLP_m4kRRxa0CQ,Matthew Martin
1,1243026.0,UC04lAYEYR4BiaJkbqArxmRA,THE SWEDISH FAMILY
3,161583.0,UC050KnRA2lffzEsB1h8uQCw,Teach To Each
1,5177.0,UC059kFc5oApruDS2QFmZfeA,Autumn Asphodel
4,57496.0,UC05SVQGFn0cU73ZF8yrxjKg,YvetteLuvsBeauty
5,1098739.0,UC05l2uRKGCpZU2sM8A1AMqg,Brian Alex
4,23979.0,UC062X1VdOLH7wHTEZZ6Q74w,Marley Baird Media
1,2990.0,UC06CuBzueliNcTCMkBZQg6A,Aldreg Allen
4,186250.0,UC06EM3zblCIpGcpU0yNwIFg,Hashtag Zoe
3,184131.0,UC06aEbkd73Rv_YIXEfLD43A,Robin Chawla
1,26131.0,UC07-dOwgza1IguKA86jqxNA,World Health Organiz...
0,229236.0,UC075i2EB4IGckMoN2MCZFvg,Hot Dog Cart Store
2,20158.0,UC07IPCu6BQGWh0Fdk9Q2Z2w,SUV RVing
5,64260.0,UC07PzXTmqkRPjKMuptP9bkg,Maddys Earning Trick...
4,136837.0,UC07pXPiSIHSIftEddcEmwrQ,Stereophonics Offici...
4,1339275.0,UC07qAfGd_Tqu8xRG6yPtw3A,DLM Model Lifestyle
1,5276.0,UC083M_b7AHTzZpPxw5FMgrA,DrigerGT Requests
3,5380.0,UC08ITzRDzqePZQIurGjXy-A,YonkelC
5,2882265.0,UC08Iuc7JR4ZjYN2xh4YhlOg,Two Brothers Gaming ...
3,455422.0,UC08jxjsTE4I1N-LcVxSn_9A,Boketo Media
3,183985.0,UC08n5bhamqN-zvPyVkaBWnw,MadGivens TV
1,16401.0,UC08wrceRCWhajGG4udhETww,Investigation Discov...
0,2248.0,UC09D33dWvwYmSf-IqdRo6og,Adi Goluguri
5,4706.0,UC09R-RDOwz88FqD--3YWmew,MTD CNC
0,3313.0,UC09Txzd4UDs43U8U2qjN25A,Forever Living Produ...
4,176303.0,UC09qASY4ixFS-KXIH6Nw0rg,Gerald Undone
1,15900.0,UC0A2Lk1jcr0FYgdx74iuFiw,Jim and Sam Show
2,12066.0,UC0A3ldncnGQ1M_RU2Wb4L2A,quidsup
1,382.0,UC0A4GA-kFTvVAJJfTFOXGOA,Dr. Alan Christianso...
3,45666.0,UC0AJswvQGeCz03PCyFF5bPQ,Billy Gene Is Market...
4,76492.0,UC0ASolYU_Yh3yShLFQC0stg,YO ELLIOTT - STRENGT...
1,4733.0,UC0ATSu7wsxsPwYh0f-cj9JA,Double Pebble
2,5352.0,UC0AlsCTfOpk8mB2Nd29ZZSg,TECH WITH US
3,9267.0,UC0BEdffpLEGzPtPD3O8-XgQ,unwatch
0,1437.0,UC0BXDhou4tbzJtEiX3WIglg,夏波波Brian
2,164405.0,UC0BjnjltT8FEZyN3Iw5mN0Q,JaackMaate
1,2327.0,UC0BkEa63F7mAAX_lUOb8mbw,Nay Rob
2,3488623.0,UC0Btk1N5V-k4eBfCxFbfyjA,Vichitra 4u
4,30825.0,UC0BzN7ZUoX_6bsyNxEnQLVQ,Roshan Sharma
1,27790.0,UC0C6x0AvFYiheQ1ZDMIqFvw,Prerna Sharma
2,445041.0,UC0CRYvGlWGlsGxBNgvkUbAg,Gravity Transformati...
4,100460.0,UC0Cc-m348L1pyb1rlsCKf8Q,Evelina Forsell
0,6746.0,UC0CsDwUR9X_T5_Dp896nRiw,IT IS FINISHED
3,184134.0,UC0D4TPONTJ6cppMxQ9SD97g,Chloe Lukasiak
2,3498.0,UC0DVM1_8psx6TBHo0K3bpAQ,Maranatha Chapel
0,1382.0,UC0DeUThk5C6BxZP5TTnDGoA,Vanishing Inc. Magic...
3,9382.0,UC0ENB77eFsgo7p-Wbd_nyDw,moonducktv
1,11417.0,UC0EVcphy1P0D6MoZItFnwLA,FROLIC STAGE
4,147171.0,UC0EW4Rt1PWNw3uUARLhDJ-Q,LadyShelab
5,14131.0,UC0EWL3FL95mgUPUtlFwu2bw,India In Motion
1,444217.0,UC0E_vIe1e1lVeojYOgVg_5Q,AsianHalfSquat
3,99779.0,UC0Ecp-GtoM5xxRC4hvSLirg,coach
5,341972.0,UC0EdF6nBOmGb1mbiYrtkjQg,Men Try Videos
2,351.0,UC0FFExY13qFRznbFyrPTDjg,Wyoming PBS
5,50088.0,UC0FISFbEaHFc5ccrIgkZ3mg,KQED News
3,277185.0,UC0FK_3h0Ec2iBKJ_Ah2su7A,itsjudytime
3,2480397.0,UC0FXfjJhmlEBjXDcBEkoNCg,Sri Balaji Full Movi...
3,4317.0,UC0FpVvdrXrGHwKuH-8a6QrQ,Nicole Quinn
2,177266.0,UC0FtRlq9gUQ5ZrRqrLmMSRA,Big Dog50001 Automot...
4,8466.0,UC0G1xkeFjPi2SHEYab6sl6A,Manthan India
3,202407.0,UC0GQrUMycl8QL-Xt0tHwWtQ,The Real Nyee
2,26355.0,UC0GhiZR9zyPorNmoWyPClrQ,Mobilegeeks.de
4,3589323.0,UC0Gx64EmyVDd9gxemldd8Gw,mbXtreme
1,382.0,UC0H-LGrCQp9_A0SbhHoQ39w,MT GAMING
3,204737.0,UC0H-wXcgsDsDfMeEwZymnqQ,Cars Overview
5,81164.0,UC0H2WkhUrZeUXxa2FxG8IyQ,Real Estate Uncensor...
4,1525804.0,UC0HFNReGRNK7qEcvnD8sWRQ,Life with Kehaulani
4,34599.0,UC0HccL6Fj1xXZPiEXhGWeLg,Simple Cheap And Eas...
4,38040.0,UC0Hg2Ks00kCekyjZG_LxOmg,English Like A Nativ...
3,26455.0,UC0I1XLjHb_I9g-1Fq22GL1A,Codexual
0,30034.0,UC0IB2wAFOVK32QlShbG6I2w,The Freebie Guy
5,2439681.0,UC0ILPO-k8pIwEJWZY5D2CpQ,Derium's Pokemon
1,28083.0,UC0Ilmq-1TepHfNzSvANiM5Q,Trionic Seven
2,1756.0,UC0InVdvqNyNzKBl1-TL348A,Apollo Hospitals
3,222758.0,UC0IqRM2Mwybj7XV9YPnJn1Q,CJKnowsTECH
2,35013.0,UC0Iu4OAxiWDY_t-1hGbzfQQ,actingislitmylife
3,5836.0,UC0IwZAQyW6Z2E-Amqa3cNhg,Kackie Reviews Beaut...
5,4006963.0,UC0Ize0RLIbGdH5x4wI45G-A,Drew Binsky
2,86925.0,UC0JB7TSe49lg56u6qH8y_MQ,GDC
2,7892.0,UC0JCWzdmwHLRrhtc0L81yhA,Beachbody
2,2149.0,UC0JO-FDmcF2lFP1l-rsmBWg,AT&T;
1,7177.0,UC0JUh3qtPxsi19gEH1FFb6Q,SL Notes
4,1157230.0,UC0JkKMlpi9im7dbFUiZztjg,Urdu Hindi Tutorials...
1,22051.0,UC0KNDUO6xcWY1vwNPFSsx4Q,serina rueda
0,3710393.0,UC0KU8F9jJqSLS11LRXvFWmg,Ubisoft
5,14229904.0,UC0KiGuCTrehqzSQ7ikjxSQw,Patricia Bright
2,622.0,UC0KtUnvktsBWqTQPYUwjDTQ,David Benjamin - Hea...
3,2385245.0,UC0L1suV8pVgO4pCAIBNGx5w,60 Minutes Australia...
0,1433863.0,UC0LKzPzCaxEWJ6JzRsXWIYw,Jeremy Sciarappa
0,522.0,UC0LT37TJKXaTGsAbWIbz_Nw,VerTechHD
4,36552.0,UC0LYhdiORc4T3i2YVgdtDpA,Jules Rodriguez
3,49862.0,UC0Le_ilaOlp9HftXeiMglsg,Maymay Made It Craft...
3,2400.0,UC0LjMUdejbEHNvtd3AiFX7w,Réaltra Cosplay
0,968.0,UC0LqAgzaW1NHLM6mhpO3b_Q,arrghgarry
2,5946477.0,UC0M0rxSz3IF0CsSour1iWmw,Cinemassacre
1,463426.0,UC0MYNOsIrz6jmXfIMERyRHQ,Karl Conrad
3,2007558.0,UC0Mpd1WnxCz9PXCZZjBVGOQ,Live Healthy Life
4,3475868.0,UC0Mr5QcX7nG0oSfBrcf-IYw,The Daya Daily
1,11455.0,UC0N6d52o9mMtBNPq5IJKdGA,WackyTv
1,548.0,UC0NEobRDhf1chO5ps7NMMgw,Jeanita Blue
1,550.0,UC0NOUEkfFccHcNzljnPlP1A,Nikkie Beauty&Lifest...;
4,375122.0,UC0NfCCms5KosfsdbYQunFEQ,Motorcycle Adventure...
1,3293.0,UC0Nib28yKrp10wLd87eia4Q,MikeyFnBrennan
4,68805.0,UC0NjQEHjJhezOwkhp7W3B1w,GetResponse
3,3323662.0,UC0NjSG_gbGRuc2XxkgIb-yw,Amy North
1,2760.0,UC0OFObRNMjSsnuEMGA-K29Q,Jeff Hoogland
2,50830.0,UC0ORHOxpk_spcRBCUBP9CUQ,POP Yachts
2,6794.0,UC0OiT6LftC0WwDi1xrP0kQQ,HowTo Dragon
2,89461.0,UC0P4_2nrwEMw2A1TCsfQYdg,Mega News
5,538099.0,UC0PDGx_Qqp2youKA8inCZng,Dr. Tracy Timberlake...
2,192714.0,UC0PHD1n7dKXWs0eOZyKlCxw,Yummyyy y
2,63945.0,UC0PJYr_yjH0yuYw3vTUsTgw,Business Talks
2,774035.0,UC0PMQXAwF6O6aeTpv962miA,MrBossFTW
1,266.0,UC0PQ5jD6_pxCOBRsGTr6jVQ,FicklinTV
3,281.0,UC0PRUDfs_19NqggXrgVedEQ,Art In Fusion
4,19962906.0,UC0PXqiud6dbwOAk8RvslgpQ,1320video
3,18658.0,UC0PZRlndfyn-qzib5p6kxVw,Linescapes
4,1469379.0,UC0PaoSxEK2nEmO-Mtk2vGWA,PlagueOfGripes
2,3232.0,UC0PcBRulM1hHnFx596s8kPQ,TomFIFAHeaven
2,1048470.0,UC0PnYZ_xzg2Mok39O6dezlQ,Fright Knight
2,955.0,UC0PqIjcGX3Hu9nsUrN-PT9A,MEA India File
2,11296.0,UC0Pw_DbiEyLCo7t71isxuyQ,Robert Wimer
4,239941.0,UC0Q8awBdzzV7O7Mh0CPsQww,Mikey Designs & Silk...
1,114365.0,UC0Q9yE_Nvr5VJgOxNAHu2jw,GreenFrogVideos
1,16822.0,UC0QHB9e9eBE-jafchN4Zrgw,Weak3n
2,3065978.0,UC0QHFnXN9T81P3igHoLWdPw,FivePoints Vids
2,685135.0,UC0QHWhjbe5fGJEPz3sVb6nw,Doctor Mike
1,186431.0,UC0QRG-gMqHhF5-BPdmJfs1w,TT Technology
5,304436.0,UC0QYKL8VgieP2x6Nf8IjOag,Jhazel de Vera
1,2452649.0,UC0QbcOX2gI5zruEvpSmnf6Q,Qumu
1,1317410.0,UC0QcZANjkGCwR3lVCIk3wmw,Understand Islam
1,26858.0,UC0QiT81tq2F_-J_guHbXVPQ,Shed Show TALK
3,711329.0,UC0QuCui5pNF9k9fiNXkqn_w,Skills With Phil
4,624106.0,UC0R4_NDHoxktRln5KUS2TSw,LuvMattaz TV
4,777911.0,UC0RJJ_Wm7jyOU9eY10LgcwA,AdamKokesh
5,2329682.0,UC0RMOvqXwISXvS72nNvlHLA,Frithgar
2,8833.0,UC0RQ0xqm3WHqa5ilpUe1FAg,Ryan Stewart
2,575634.0,UC0RZhVYZ6VaaqC5j3gwOrYQ,ApexProScootersTV
5,3050141.0,UC0Rchu01lEY5LdlBHhAKR9A,Marcello Arrambide
3,6325722.0,UC0Rp4wkphkKwnL2qJB8XnKw,Smasher
1,1381.0,UC0SKFvZsmqTCbQWJEl-kEzg,Beatbox Australia
0,5750.0,UC0SN3EyaFOb67DI7oFeSzmA,McLean Krieger
3,126153.0,UC0SOsGXAX9s75gfOC7nC0fA,Pebble Shooter
3,22821.0,UC0SdCZAvbNsuc-0l7puyKuQ,Yoast
1,2506778.0,UC0T2juI9YTXJus9M9Lvq9eg,Poonam's Kitchen
3,69294.0,UC0T6MVd3wQDB5ICAe45OxaQ,WsCube Tech
2,153.0,UC0TZkjir2BxyNyEGF4v_7hA,Heavens Catalyst
2,5462.0,UC0Tb8KvaNNhuErQjhVMfGfw,OneMindSyndicate
4,45199.0,UC0Tf8LUUtL3E24Dr28vXkbA,Kristen & Siya
2,427.0,UC0Tfm2iHhoYEUanmErfn6WA,Basay Jane?
4,1766735.0,UC0TnheMjxo3Ohr_0HvwiTaA,Star Money Making
2,2663217.0,UC0TobZSDyMaXaoVK_9TcPHA,Portugal. The Man
2,15986.0,UC0TrDdCUuB375kVNbB9Ufvg,Amy Florence
1,315486.0,UC0TsOcFEW9FoTP6qdvZIJqA,Kevin Langeree
3,4917.0,UC0U7zARrm9f8nTNQ4QVmSPw,Go Auto
3,9678.0,UC0UPLkKVX3qyiQ8MqQgYw8Q,Smoky Ribs BBQ
1,14.0,UC0UPLxg9Nuu6pnZe8RL-GQQ,Chosen Won
1,30489.0,UC0Uk8NnnFUtzzqGKmF54b6w,EnjoyFirefighting - ...
2,539.0,UC0Um3pnZ2WGBEeoA3BX2sKw,HUM News
1,103.0,UC0V2oY3naEEHtISy18ZFSaQ,TheDebymoore
3,1966662.0,UC0VOn94YirhcxWMgp-0O_Lw,【XCV//】
4,44860.0,UC0VcpXqaW4m_JsHVGlOqb-w,GabeBabeTV
3,1197.0,UC0VvxW6DEAVxIEfWgBnuaMQ,ShareAmerica
2,374167.0,UC0WFN2jQEr8oEPBk9lRHaIg,HRIM TV
5,2076797.0,UC0WNX0de8I1fgKUrjxiPaRA,Son of a Tech
0,573.0,UC0WeWxxacZztkcxe-xJFvOw,MastersPiece
3,84458.0,UC0WwqJtmjPKF5ayuC5hUBxw,Living the life you ...
5,663810.0,UC0WzBdMQWEN8dRspHjL3oVw,CryptoPafi
4,96046.0,UC0XLHtv4zhmUd3EuM6TdA5A,Amulya's Kitchen & V...
0,32155.0,UC0XPzwmDL_qeZlR4JuX-VLQ,Bobsheaux
3,23233.0,UC0Xe2bvq_2uucE2IRALSR_Q,Pete Complete
4,566121.0,UC0XhpD4KsvEjNVnLeqivM4A,mixflip
1,578740.0,UC0XmDYRBmiUm3c6ZpVv-aaw,DroidGames
2,21169.0,UC0Y45Kd_AkCEGg-EHlEh4Zg,Fat to Fab
4,94011.0,UC0Y89nZMD0Nj18MsSDtPFGQ,Jazz Video Guy
3,62193.0,UC0YG5UA1s2gLb5tDfUCIWtg,Churchill Show
1,1744.0,UC0YYY7SeiF77R_ccbhT6exQ,Michelle McKinney Ha...
5,13456.0,UC0YhCwKGH6lD6XlSMICAAfA,SugarShine Designs
5,880572.0,UC0YkP4Fg_d8y6JFwLj3MLdg,Kou Success Lee FX
1,475.0,UC0YsOVwtvPi4t3-Zr5qjn1Q,Digital Tech Reviews...
3,411134874.0,UC0YvTCy1I4_a-3pn47_5DBA,SaraBeautyCorner - D...
5,711648.0,UC0Z-bYqyjG6ZonkH6KkNWrQ,Craig Mason's Reason...
4,77854.0,UC0Z2kSgKAHFRmcoQAYLvOlw,Sean Pinder
2,159908.0,UC0ZBff-hRPchbXSe2o-aZdA,robertmorsend
3,9613.0,UC0ZTPkdxlAKf-V33tqXwi3Q,HackerSploit
4,50182.0,UC0ZXEoSP3PaTD86T0MfGE-A,AK HVAC
4,13489.0,UC0ZYS0Y7b5oiVLvxGf4magw,Cloud Foundry
1,150878.0,UC0ZjQ5DkZNPa3Gglr379g7w,Zouchii
4,5851.0,UC0_E-DSvhwp1jz2wf_3H1uQ,Tank Bank
2,80591.0,UC0_MYssfHRx25ZTrev-99GQ,Holly the Twister Si...
0,11120.0,UC0a5exeU3T3ktNxsBjgf3lQ,CVH
0,2638.0,UC0a8nteER_pU4Aj6hmEyJAQ,kliksphilip
3,1972.0,UC0aeSiJHU0UwoYdQKUfXruQ,Smart Fun DIY
1,85808.0,UC0ain8ERzRw0IePFWhGQ6Tg,Nastassia Ponomarenk...
2,14123814.0,UC0aj6CZnXfv02QeSzD-UAWw,s kasthuri
1,28639203.0,UC0ayaR7FTQi-17sK0zOC2rA,D J
3,61712.0,UC0azGEV7u2r9f97LxDb-9Ew,Acoustic Guitar Maga...
3,86607.0,UC0b8vOMYk5Dp_YbceazW0GA,World Nature Video
1,968.0,UC0bCUnP5RrkJZUtd3bBz6Kw,WPTV News | West Pal...
1,12135.0,UC0bLVZirSA0Kc-gZKU1XBvA,DT Gaming
1,738.0,UC0bVrLK0otdvTm_KWKWDgtQ,J. Rent
4,18590.0,UC0bXm7SnF_ssc47s6Ab8Yhg,Jack Du
3,202186.0,UC0bXwVgEEAPOGr7EKS4tlwQ,@lostinpaper
0,101.0,UC0be3v20MyelXyGtnjw16kA,Len Kagamine
3,7928.0,UC0cX17tEy9oNflSzk7s4t3A,Mina Villegas Art
4,32353.0,UC0camZVcT_-v3_ZeqCcO48A,Guitar for HIS Glory...
3,454700.0,UC0cd_-e49hZpWLH3UIwoWRA,Professor Dave Expla...
4,5980.0,UC0dJDW1i1vgwGXJ19wjIHPg,Bob Baker
0,7020.0,UC0dfdM8B82vcJ7Efr7-O2vg,Islam Explained
1,8929.0,UC0di7BAgMNyRXUAiS7_btgQ,Opus Arte
3,6820.0,UC0dqx-1azV19rVuB5M6MFnA,Meosha Bean
2,2810.0,UC0eJfBpEVWHQJkvK22TCTsA,Mk's Exemplum
4,10762.0,UC0eNaK8gMBdk7Q8Ag_UR2Gg,MoneySaving CouponGa...
1,12278.0,UC0ePJWFmjL-YwbBmiG8kkAg,DVLH3
3,557782.0,UC0eUeCsk1enDa1lPfs4mTgA,The Hungry Hussey
2,14529.0,UC0eYzMXfJxYpzAsoABQJ0wQ,Madan Gaikwad
1,236677.0,UC0eaD_wI__1pQR_mtvdGABw,infinity8oleg
3,2203.0,UC0ejv82mjrO8QEnR0-gdCuQ,Did You Know Animals...
2,2155.0,UC0eq1TweSNnjx_U2bygCAow,Latin TCG
0,2005.0,UC0f4mtnF3uaIOjhv7_EuEGw,Esquire in Asia
0,1471.0,UC0f9NbKjUUbnL2cOa12ENIQ,Mike Locke
0,8715.0,UC0f9eqCKyfXBoqvSKg0l0hA,Sam Geppi - Vedic As...
3,40886.0,UC0fOGtvT1x8irPUZOFdF2mA,Chaos Fragrances
3,49531.0,UC0fRj5bQhIFiT_BlbGzz-0w,The Daily Star
1,29916.0,UC0fTZbEiZGSV7e4C0L4uaBQ,Nugsmasher
1,38945.0,UC0fTbhgouDMneMzSluKaXAA,Deadline Hollywood
3,5707.0,UC0fU7ejafcovzZt687pLeKA,Maika★
5,106016.0,UC0flZJIclTtCfTS3G7aAVRw,Cars BOOM
3,1417.0,UC0fwyIkJuh6-qTrdIR5rVeA,iamKeliB
1,39813.0,UC0g57sbmeelK66BVK5ZUEtQ,daintellekt
3,126826.0,UC0gQe6RljqpKt7_7hjNTCpQ,Jenna Ezarik
1,107971.0,UC0gVKJ8siyiniubCqZ0CgQg,ROBLOXWORLDSTARHIPHO...
2,538.0,UC0gXOfKcj1xoiE_qg-BxaYw,Technical SANJUJi
2,85590.0,UC0gdjetdYOEsthH20hKUMlw,Warner Nickerson
1,2187.0,UC0gh2VEb-yaOmDOGvlyantw,Spirit
0,45228.0,UC0gkKMGpCgyun7OoEOseryg,Atlantean Gardens
1,462892.0,UC0go8_m26XG9zUtxLHIysHg,pinkzebramusic
2,5775.0,UC0h2x1aMa3XrTd14Y05FRhw,bullettooth
4,8643.0,UC0hENIq5_YCXfL6N-wzLbig,A Love 4 Me
1,66324.0,UC0hVVwpx_zoLEuKI8bOgFdg,NumbersUSA
2,215602.0,UC0hWgcc02QfOJiSZ24c4uKQ,Oddman Games
1,158697.0,UC0htvd2Is1iy4-C95Vy7EqQ,Fun Buzz
1,550.0,UC0hy7TcR1gGD8nQBqrF2FaA,ACC Digital Network
0,4951.0,UC0hynOfR6nUFrkipQOoa2XQ,India News Sports
5,1131115.0,UC0iDL9CSqHtlzJDZLGKJX0Q,PUSHPENDRA SINGH Dig...
2,27354.0,UC0iEmhRCBESfvumW-LTzfpQ,Rock Sound
4,10598.0,UC0iEt0BgYJBFIwhX8Q_KOig,Glamdit
1,656622.0,UC0iIJtpgr4MR9lynayAI7zg,Flower Joos
3,517062.0,UC0iJ3ldvDUGiUPfGiiifzVQ,Jungle Scout
1,120474.0,UC0iOGB10aROziN47Bi7rmgw,THE101
5,4404765.0,UC0iTb2U2nWkm5X3XRityENw,WallStForMainSt
4,2709512.0,UC0idYat-HCpwk-qOsNwVhew,CleanTVcom
3,1399359.0,UC0ivyBcQh2vUHoPa_CGd_cg,Helping Hand for you...
0,3893.0,UC0ivz7JoVVEbhmCB_DUFwOQ,ReelPeopleMusicTV
1,24140.0,UC0iwHRFpv2_fpojZgQhElEQ,Noisey
1,11730.0,UC0jGtfsD5sBYOeeC4ie7M0w,Femniqe
3,28432.0,UC0jQVSDUTGLj83382j2DPMA,Suzanne A. Wells
3,16470.0,UC0k-b9YhpULrZ3NoTgx0Zyw,millstap
2,42406.0,UC0k238zFx-Z8xFH0sxCrPJg,Architectural Digest...
0,2630535.0,UC0k3D7q-BWka3i8HGF32DiA,Meteorite Games
2,3884845.0,UC0kDyQ830VDf5Q-fPdW6MpQ,Infomatic
3,227809.0,UC0kRw95ZXrERqDPwQPUvzKQ,AyChristeneGames
4,17515.0,UC0kU5eUCy75XG5OIS7hicbQ,Jim Nix
2,7563.0,UC0kYjAI02w7m0UBnZmUVeFw,Rozenberry
4,1936.0,UC0kuxHsAuVbiIZIPisEkU6g,Gaming With Jollins
0,392.0,UC0ky4g7X34uxe5DNoG3_Bbg,Bhakta Singh
0,28420.0,UC0l4yG9XqYtrR4E9lpzk7Ow,U.S. National Librar...
3,91711.0,UC0lG3Ihe4LGV851lODRIS5g,French Cooking Acade...
2,2814.0,UC0lq8TJi-nuHikpkSA89SOw,"Hi, I Think I'm Real..."
1,34035.0,UC0lwvVVvTEM2PIMLA81ax2w,Daily viral Video
4,69483.0,UC0m-KJ4ds1lHbPr7EKdsEBA,Grace777
4,34733.0,UC0m1vTIdYPbRrQVfXBMdqow,Motorola Solutions
4,573868.0,UC0mGweSZMRmhBSpEjPFQByA,They Call Me Dan
4,788264.0,UC0mTp-phDs1wz0cd4Az51vw,Tori Franco
5,2968170.0,UC0mUI4iBn1ptBZFj_mc35kg,The Perkins
4,5233.0,UC0n7a_12UEHljH31jKeuGlg,Press Record & Famil...
5,7016420.0,UC0ng0jJflTuJBBH5DGvr1Pw,Tina Yong
0,1071.0,UC0nhUgAdTYwJq3yvjRPIihQ,Bedi3Uchiha
3,11237.0,UC0oMYbkaO_bFN4Fh4J0LpYg,Madlittlepixel
2,5296.0,UC0oO2ekgH83Zc3j7SOvT_2Q,MOMables - Laura Fue...
2,7290.0,UC0oOV8jXroh_tXf7tVvg8Nw,Ashlye Kyle
2,2953.0,UC0obnR2XsEWDmmbNMWmmrdw,Shotana Studios
3,12642.0,UC0ovuPIFOfUCZ8vYxLMwrsQ,reesiibabe
1,1233.0,UC0p3Ii3HgMePN5ZmbuvK8oA,mushedroom's toy box...
5,6594667.0,UC0p5jTq6Xx_DosDFxVXnWaQ,The Economist
5,39999.0,UC0pBauLp63yzf6sVdEOIUbA,HBPowerwall
3,14018.0,UC0pCsHlEEmCfxllZSlRB2Og,Status Coup
0,60053.0,UC0pdktx9M6EcOsRg5LdLlXg,Shaun Attwood
1,985.0,UC0q-BiVhzzFLOJ7vwd34xHg,SCIENCE OF ABS
1,5206.0,UC0qKnw8UhUqrP1kD5IZNXRg,streetfood
3,72067.0,UC0qdlePso8T1pbc6yiwyFXA,Michal Sadowski
2,14130.0,UC0qhPJh8DeoR-3JhMrIvw0g,Shannon Q
0,8694.0,UC0qhkRbR1dw4ZhDWz2Rt-7A,Cold Porcelain FLOWE...
2,2283554.0,UC0r6S4hmYdRcDnw7zey7Myg,The Bearded Butchers...
0,1431623.0,UC0rDDvHM7u_7aWgAojSXl1Q,DaveHax
1,41537.0,UC0rONsIx2tsDL-pR8iNWsVQ,Let Me Tell You Abou...
5,177897616.0,UC0rZoXAD5lxgBHMsjrGwWWQ,Styxhexenhammer666
2,78262.0,UC0rzZarteDvLuiT-S6eEhuA,Dan The Maker Man
2,28038.0,UC0s4O9RgRl9oYCvjA7SW7gA,The Grow Network
3,149298.0,UC0sA4gvlWFHfdwaPlBDqnGg,muchelleb
5,177422.0,UC0sYKQ8MjYjLYeaHDItPong,JCVdude
4,461356.0,UC0sj9Ykf4skAGwgVC75zorQ,Treesicle
2,78275.0,UC0t0cMIL_mDSaGTaz7XmVTQ,Western Union
4,3036011.0,UC0t2alt1lJ8BroEgdPFOa7Q,Helpfull Rasta
4,261592.0,UC0t9WNqXXFvGt_EFj0bCoXw,MUSIC MILLIONAIRES
1,2565.0,UC0tRdbXVDbhaRvZPKsRgmxg,whatsdev
2,30995.0,UC0tVWRw4aNoVqXaobA8E_Ig,Claudia Regalado
4,3454.0,UC0tVvr4a3WA7pSWVGU4qMgQ,Angelica Gomez
4,319963.0,UC0tblnZOLYYxa1D4Uq6lYEQ,MOLLY'S ARTISTRY
3,1916.0,UC0tdq2qhDDTtbxIOFJtmRhg,DogMan Dan
5,235144.0,UC0tkPwVJTo9HiKDvDhyMAgg,Eric Beaty Creations...
5,641015.0,UC0twEKQY4LbteXfVq3nJQPg,Trekspertise
1,123798.0,UC0u4GWBzgYQxM_Rg8npQchg,Phil Pustejovsky
2,26874.0,UC0uBKM3E9CKenS7xgfJbUJg,Adi K Minds
5,1079939.0,UC0uHB4d6u0jIJSgPC3WzBFw,Brianna K
2,8107.0,UC0uRT_armQXqds_rjTjqJ0g,Santos Futebol Clube...
